date,close
2011-01-31,105.66
2011-02-28,105.65
2011-03-31,105.13
2011-04-29,106.46
2011-05-31,107.46
2011-06-30,106.67
2011-07-29,108.16
2011-08-31,109.5
2011-09-30,110.11
2011-10-31,110.03
2011-11-30,109.38
2011-12-30,110.25
2012-01-31,111.05
2012-02-29,110.76
2012-03-30,109.85
2012-04-30,110.6
2012-05-31,111.56
2012-06-29,111.3
2012-07-31,112.59
2012-08-31,112.37
2012-09-28,112.45
2012-10-31,112.19
2012-11-30,112.25
2012-12-31,111.08
2013-01-31,110.39
2013-02-28,110.83
2013-03-28,110.73
2013-04-30,111.54
2013-05-31,109.11
2013-06-28,107.21
2013-07-31,107.3
2013-08-30,106.21
2013-09-30,107.2
2013-10-31,107.9
2013-11-29,107.44
2013-12-31,106.43
2014-01-31,108.07
2014-02-28,108.27
2014-03-31,107.91
2014-04-30,108.59
2014-05-30,109.67
2014-06-30,109.4
2014-07-31,108.93
2014-08-29,109.98
2014-09-30,109.11
2014-10-31,110.08
2014-11-28,110.61
2014-12-31,110.12
2015-01-30,112.38
2015-02-27,111.2
2015-03-31,111.43
2015-04-30,110.86
2015-05-29,110.17
2015-06-30,108.78
2015-07-31,109.5
2015-08-31,108.92
2015-09-30,109.58
2015-10-30,109.45
2015-11-30,108.81
2015-12-31,108.01
2016-01-29,109.35
2016-02-29,110.09
2016-03-31,110.83
2016-04-29,110.89
2016-05-31,110.7
2016-06-30,112.62
2016-07-29,113.02
2016-08-31,112.57
2016-09-30,112.42
2016-10-31,111.3
2016-11-30,108.24
2016-12-30,108.06
2017-01-31,108.29
2017-02-28,108.77
2017-03-31,108.49
2017-04-28,109.25
2017-05-31,109.76
2017-06-30,109.51
2017-07-31,109.65
2017-08-31,110.45
2017-09-29,109.59
2017-10-31,109.47
2017-11-30,109.08
2017-12-29,109.33
2018-01-31,108.1
2018-02-28,106.77
2018-03-29,107.25
2018-04-30,106.0
2018-05-31,106.46
2018-06-29,106.32
2018-07-31,106.06
2018-08-31,106.41
2018-09-28,105.52
2018-10-31,104.59
2018-11-30,104.88
2018-12-31,106.49
2019-01-31,107.46
2019-02-28,107.07
2019-03-29,109.07
2019-04-30,108.59
2019-05-31,110.4
2019-06-28,111.35
2019-07-31,111.3
2019-08-30,114.13
2019-09-30,113.17
2019-10-31,113.15
2019-11-29,112.86
2019-12-31,112.37
2020-01-31,114.65
2020-02-28,116.22
2020-03-31,115.37
2020-04-30,117.1
2020-05-29,117.65
2020-06-30,118.21
2020-07-31,119.56
2020-08-31,118.37
2020-09-30,118.06
2020-10-30,117.2
2020-11-30,118.42
2020-12-31,118.19
2021-01-29,117.31
2021-02-26,115.34
2021-03-31,113.83
2021-04-30,114.49
2021-05-28,114.55
2021-06-30,115.33
2021-07-30,116.46
2021-08-31,116.06
2021-09-30,114.83
2021-10-29,114.64
2021-11-30,114.77
2021-12-31,114.08
2022-01-31,111.8
2022-02-28,110.36
2022-03-31,107.1
2022-04-29,102.87
2022-05-31,103.47
2022-06-30,101.68
2022-07-29,104.07
2022-08-31,100.71
2022-09-30,96.34
2022-10-31,94.9
2022-11-30,98.29
2022-12-30,96.99
2023-01-31,100.22
2023-02-28,97.31
2023-03-31,99.64
2023-04-28,99.96
2023-05-31,98.57
2023-06-30,97.95
2023-07-31,97.68
2023-08-31,96.8
2023-09-29,94.04
2023-10-31,92.31
2023-11-30,96.26
2023-12-29,99.25
2024-01-31,99.1
2024-02-29,97.35
2024-03-28,97.94
2024-04-30,95.23
2024-05-31,96.52
2024-06-28,97.07
2024-07-31,99.11
2024-08-30,100.25
2024-09-30,101.27
2024-10-31,98.42
2024-11-29,99.2
2024-12-31,96.9
2025-01-31,97.4
2025-02-28,99.25
2025-03-31,98.92
2025-04-30,99.02
2025-05-30,98.1
2025-06-30,99.2
2025-07-31,98.62
2025-08-29,99.46
2025-09-30,100.25
2025-10-31,100.54
2025-11-28,100.82
2025-12-31,99.88
2026-01-30,100.13
2026-02-27,101.4
2026-03-31,99.27
2026-04-08,99.43
